study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,age_mean,age_sd,age_min,age_max,age_text,gpa_mean,gpa_sd,gpa_text,gender_female_n,gender_male_n,gender_female_pct,gender_male_pct,gender_other_pct,gender_text,screening_source,effect_type,effect_value,outcome_type,doi,note,confidence,meta_pdf_path,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment
6,006_01,Cognitive Offload Instruction with Generative AI: A Quasi‑Experimental Study on Critical Thinking Gains in English Writing,2025.0,Hui Hong; Poonsri Vate-U-Lan; Chantana Viriyavejakul,critical thinking gains,cognitive,evaluate,120.0,120.0,78.6,8.4,66.3,9.1,1.4002,0.1441,1.1178,1.6825,1.4046,,42.7,<0.001,0.15,calculated_M_SD,table_ocr,positive,not_reported,not_reported,not_reported,gain_score,Watson-Glaser Critical Thinking Appraisal,OpenAlex,0.89,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.30564/fls.v7i7.10072,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/006_Hui_2025_Cognitive_Offload_Instruction_with_Gener.pdf,,,,,,,,,,,low,,,,,,,,,first-year,first-year,Control,AI-enabled Offload,"240 first-year English majors from four colleges, 120 per condition. No baseline demographics table visible in provided pages.",undergraduate,undergraduate
6,006_02,Cognitive Offload Instruction with Generative AI: A Quasi‑Experimental Study on Critical Thinking Gains in English Writing,2025.0,Hui Hong; Poonsri Vate-U-Lan; Chantana Viriyavejakul,logical coherence,cognitive,analyze,120.0,120.0,4.2,0.5,3.5,0.6,1.3059,,,,1.31,10.1,,<0.001,,from_cohens_d,table_ocr,positive,not_reported,not_reported,not_reported,post-test,Essay-Quality Rubric,OpenAlex,0.92,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.30564/fls.v7i7.10072,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/006_Hui_2025_Cognitive_Offload_Instruction_with_Gener.pdf,,,,,,,,,,,low,,,,,,,,,first-year,first-year,Control,AI-enabled Offload,"240 first-year English majors from four colleges, 120 per condition. No baseline demographics table visible in provided pages.",undergraduate,undergraduate
6,006_03,Cognitive Offload Instruction with Generative AI: A Quasi‑Experimental Study on Critical Thinking Gains in English Writing,2025.0,Hui Hong; Poonsri Vate-U-Lan; Chantana Viriyavejakul,evidence use,cognitive,evaluate,120.0,120.0,4.0,0.6,3.2,0.7,1.1962,,,,1.2,9.3,,<0.001,,from_cohens_d,table_ocr,positive,not_reported,not_reported,not_reported,post-test,Essay-Quality Rubric,OpenAlex,0.92,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.30564/fls.v7i7.10072,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/006_Hui_2025_Cognitive_Offload_Instruction_with_Gener.pdf,,,,,,,,,,,low,,,,,,,,,first-year,first-year,Control,AI-enabled Offload,"240 first-year English majors from four colleges, 120 per condition. No baseline demographics table visible in provided pages.",undergraduate,undergraduate
6,006_04,Cognitive Offload Instruction with Generative AI: A Quasi‑Experimental Study on Critical Thinking Gains in English Writing,2025.0,Hui Hong; Poonsri Vate-U-Lan; Chantana Viriyavejakul,originality,cognitive,create,120.0,120.0,3.9,0.6,3.1,0.8,1.1165,,,,1.12,8.7,,<0.001,,from_cohens_d,table_ocr,positive,not_reported,not_reported,not_reported,post-test,Essay-Quality Rubric,OpenAlex,0.92,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.30564/fls.v7i7.10072,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/006_Hui_2025_Cognitive_Offload_Instruction_with_Gener.pdf,,,,,,,,,,,low,,,,,,,,,first-year,first-year,Control,AI-enabled Offload,"240 first-year English majors from four colleges, 120 per condition. No baseline demographics table visible in provided pages.",undergraduate,undergraduate
6,006_05,Cognitive Offload Instruction with Generative AI: A Quasi‑Experimental Study on Critical Thinking Gains in English Writing,2025.0,Hui Hong; Poonsri Vate-U-Lan; Chantana Viriyavejakul,lexical sophistication,cognitive,apply,120.0,120.0,55.2,5.4,48.6,6.1,0.9669,,,,0.97,7.5,,<0.001,,from_cohens_d,table_ocr,positive,not_reported,not_reported,not_reported,post-test,Essay-Quality Rubric,OpenAlex,0.92,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.30564/fls.v7i7.10072,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/006_Hui_2025_Cognitive_Offload_Instruction_with_Gener.pdf,,,,,,,,,,,low,,,,,,,,,first-year,first-year,Control,AI-enabled Offload,"240 first-year English majors from four colleges, 120 per condition. No baseline demographics table visible in provided pages.",undergraduate,undergraduate
6,006_06,Cognitive Offload Instruction with Generative AI: A Quasi‑Experimental Study on Critical Thinking Gains in English Writing,2025.0,Hui Hong; Poonsri Vate-U-Lan; Chantana Viriyavejakul,syntactic complexity,cognitive,apply,120.0,120.0,40.1,4.8,34.7,5.2,0.8772,,,,0.88,6.8,,<0.001,,from_cohens_d,table_ocr,positive,not_reported,not_reported,not_reported,post-test,Essay-Quality Rubric,OpenAlex,0.92,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.30564/fls.v7i7.10072,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/006_Hui_2025_Cognitive_Offload_Instruction_with_Gener.pdf,,,,,,,,,,,low,,,,,,,,,first-year,first-year,Control,AI-enabled Offload,"240 first-year English majors from four colleges, 120 per condition. No baseline demographics table visible in provided pages.",undergraduate,undergraduate
6,006_07,Cognitive Offload Instruction with Generative AI: A Quasi‑Experimental Study on Critical Thinking Gains in English Writing,2025.0,Hui Hong; Poonsri Vate-U-Lan; Chantana Viriyavejakul,text cohesion,cognitive,analyze,120.0,120.0,4.1,0.5,3.4,0.7,1.266,,,,1.27,9.8,,<0.001,,from_cohens_d,table_ocr,positive,not_reported,not_reported,not_reported,post-test,Essay-Quality Rubric,OpenAlex,0.92,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.30564/fls.v7i7.10072,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/006_Hui_2025_Cognitive_Offload_Instruction_with_Gener.pdf,,,,,,,,,,,low,,,,,,,,,first-year,first-year,Control,AI-enabled Offload,"240 first-year English majors from four colleges, 120 per condition. No baseline demographics table visible in provided pages.",undergraduate,undergraduate
6,006_08,Cognitive Offload Instruction with Generative AI: A Quasi‑Experimental Study on Critical Thinking Gains in English Writing,2025.0,Hui Hong; Poonsri Vate-U-Lan; Chantana Viriyavejakul,cognitive offloading behavior,behavioral,not_reported,120.0,120.0,1.45,0.12,0.001,1.21,1.68,0.1502,1.3857,1.9743,1.6853,,,,,insufficient_data,local_ocr,positive,not_reported,RCT,ChatGPT,post-test,Cognitive Offloading Scale,OpenAlex,0.9,not_reported,partial,,,1.0,25.0,"27] Emerson, N., 2024. AI-enhanced collaborative story sted Language Learning. 1–25. DOI: https://doi.org/1 writing in the EFL classroom. Technology in Lan-",,,not_reported,,,,,,not_reported,manual_screening,,,,10.30564/fls.v7i7.10072,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/006_Hui_2025_Cognitive_Offload_Instruction_with_Gener.pdf,,,,,,,,,,,low,,,,,,,,,first-year,first-year,Control,AI-enabled Offload,"240 first-year English majors from four colleges, 120 per condition. No baseline demographics table visible in provided pages.",undergraduate,undergraduate
7,007_01,Cross-lingual effects of AI-generated content on human work,2025.0,Wesley Wu-Yi Koo,not_reported,not_reported,not_reported,240.0,240.0,,,,,,,,,,,,,,not_reported,not_reported,not_reported,not_reported,RCT,ChatGPT,not_reported,not_reported,OpenAlex,not_reported,Yes,ocr_failed,,,8.0,12.0,sadvantaged workers and allow them to compete better with high-skilled or advantaged workers8–12. As workers around the world begin to integrat,,,not_reported,,,,,,not_reported,manual_screening,t,,cognitive,10.1038/s41598-025-16650-w,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/007_Wesley_2025_Cross-lingual_effects_of_AI-generated_co.pdf,,,,,,,,,,,high,,,,,,,,,,,,,Study 2 involved 480 participants (160 per language group) randomly assigned to control/AI treatment groups. Demographics referenced in SI Tables S3 and S4 but not visible in provided pages.,,
8,008_01,Development and validation of a competency-based ladder pathway for AI literacy enhancement among higher vocational students,2025.0,Litian Hong,Cognitive competency,cognitive,understand,210.0,210.0,4.1,0.5,2.3,0.6,3.2534,0.1487,2.9619,3.545,3.2593,,,0.001,,calculated_from_table,table_ocr,not_reported,extreme_value,not_reported,not_reported,post-test,AI literacy assessment,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,M_SD,,cognitive,10.1038/s41598-025-15202-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/008_Litian_2025_Development_and_validation_of_a_competen.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found in provided pages. Study mentions 420 students randomly assigned to intervention vs control groups across 6 institutions, but group-specific characteristics not presented.",,
8,008_02,Development and validation of a competency-based ladder pathway for AI literacy enhancement among higher vocational students,2025.0,Litian Hong,Technical proficiency,cognitive,apply,210.0,210.0,3.9,0.6,2.3,0.7,2.4499,0.1291,2.1968,2.7029,2.4543,,,0.001,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,AI literacy assessment,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,M_SD,,cognitive,10.1038/s41598-025-15202-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/008_Litian_2025_Development_and_validation_of_a_competen.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found in provided pages. Study mentions 420 students randomly assigned to intervention vs control groups across 6 institutions, but group-specific characteristics not presented.",,
8,008_03,Development and validation of a competency-based ladder pathway for AI literacy enhancement among higher vocational students,2025.0,Litian Hong,Application capability,cognitive,apply,210.0,210.0,4.0,0.4,2.6,0.5,3.0865,0.1444,2.8034,3.3696,3.0921,,,0.001,,calculated_from_table,table_ocr,not_reported,extreme_value,not_reported,not_reported,post-test,AI literacy assessment,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,M_SD,,cognitive,10.1038/s41598-025-15202-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/008_Litian_2025_Development_and_validation_of_a_competen.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found in provided pages. Study mentions 420 students randomly assigned to intervention vs control groups across 6 institutions, but group-specific characteristics not presented.",,
8,008_04,Development and validation of a competency-based ladder pathway for AI literacy enhancement among higher vocational students,2025.0,Litian Hong,Innovation competency,cognitive,create,210.0,210.0,3.7,0.5,2.4,0.6,2.3497,0.1269,2.101,2.5984,2.3539,,,0.001,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,AI literacy assessment,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,M_SD,,cognitive,10.1038/s41598-025-15202-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/008_Litian_2025_Development_and_validation_of_a_competen.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found in provided pages. Study mentions 420 students randomly assigned to intervention vs control groups across 6 institutions, but group-specific characteristics not presented.",,
8,008_05,Development and validation of a competency-based ladder pathway for AI literacy enhancement among higher vocational students,2025.0,Litian Hong,Collaborative skills,behavioral,not_reported,210.0,210.0,3.8,0.4,2.7,0.5,2.4251,0.1286,2.1732,2.6771,2.4295,,,0.001,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,AI literacy assessment,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,M_SD,,cognitive,10.1038/s41598-025-15202-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/008_Litian_2025_Development_and_validation_of_a_competen.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found in provided pages. Study mentions 420 students randomly assigned to intervention vs control groups across 6 institutions, but group-specific characteristics not presented.",,
8,008_06,Development and validation of a competency-based ladder pathway for AI literacy enhancement among higher vocational students,2025.0,Litian Hong,Overall AI literacy,cognitive,understand,210.0,210.0,3.9,0.3,2.5,0.4,3.9527,0.1677,3.624,4.2814,3.9598,,,0.001,,calculated_from_table,table_ocr,not_reported,extreme_value,not_reported,not_reported,post-test,AI literacy assessment,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,M_SD,,cognitive,10.1038/s41598-025-15202-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/008_Litian_2025_Development_and_validation_of_a_competen.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographic table found in provided pages. Study mentions 420 students randomly assigned to intervention vs control groups across 6 institutions, but group-specific characteristics not presented.",,
10,010_01,Differential Effects of GPT-Based Tools on Comprehension of Standardized Passages,2025.0,Hudson K. Etkin; Kai J. Etkin; Ryan J. Carter; Camarin E. Rolle,SAT Score,cognitive,not_reported,71.0,124.0,1194.0,183.2,1311.0,163.9,-0.6809,0.1528,-0.9804,-0.3815,-0.6836,,,<0.001,,calculated_from_table,table_ocr,not_reported,not_reported,RCT,GPT-based tools,baseline,SAT,Frontiers in Education,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,d,,reading_comprehension,10.3389/feduc.2025.1506752,"Low performers improved (d=0.26), high performers worsened (d=0.35)",high,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/010_Hudson_2025_Differential_Effects_of_GPT-Based_Tools_.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Study uses within-subjects design with performance-based splits rather than traditional control/treatment groups. Tables 1 and 2 show characteristics by performance levels, not by intervention groups.",,
10,010_02,Differential Effects of GPT-Based Tools on Comprehension of Standardized Passages,2025.0,Hudson K. Etkin; Kai J. Etkin; Ryan J. Carter; Camarin E. Rolle,SAT Score,cognitive,not_reported,71.0,71.0,1131.4,117.7,1420.3,86.0,-2.7877,0.2357,-3.2496,-2.3259,-2.8028,,,<0.001,,calculated_from_table,table_ocr,not_reported,not_reported,RCT,GPT-based tools,baseline_split,SAT,Frontiers in Education,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,d,,reading_comprehension,10.3389/feduc.2025.1506752,"Low performers improved (d=0.26), high performers worsened (d=0.35)",high,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/010_Hudson_2025_Differential_Effects_of_GPT-Based_Tools_.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Study uses within-subjects design with performance-based splits rather than traditional control/treatment groups. Tables 1 and 2 show characteristics by performance levels, not by intervention groups.",,
10,010_03,Differential Effects of GPT-Based Tools on Comprehension of Standardized Passages,2025.0,Hudson K. Etkin; Kai J. Etkin; Ryan J. Carter; Camarin E. Rolle,Quiz Accuracy - Socratic Tool,cognitive,understand,70.0,,2.2,,,,,,,,0.26,,,0.03,,not_reported,table_ocr,not_reported,not_reported,RCT,GPT-based tools,post_test,Reading Comprehension Quiz,Frontiers in Education,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,d,,reading_comprehension,10.3389/feduc.2025.1506752,"Low performers improved (d=0.26), high performers worsened (d=0.35)",high,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/010_Hudson_2025_Differential_Effects_of_GPT-Based_Tools_.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Study uses within-subjects design with performance-based splits rather than traditional control/treatment groups. Tables 1 and 2 show characteristics by performance levels, not by intervention groups.",,
10,010_04,Differential Effects of GPT-Based Tools on Comprehension of Standardized Passages,2025.0,Hudson K. Etkin; Kai J. Etkin; Ryan J. Carter; Camarin E. Rolle,Quiz Accuracy - Socratic Tool (No SAT/ACT),cognitive,understand,52.0,,2.5,,,,,,,,0.34,,,0.017,,not_reported,table_ocr,not_reported,not_reported,RCT,GPT-based tools,post_test,Reading Comprehension Quiz,Frontiers in Education,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,d,,reading_comprehension,10.3389/feduc.2025.1506752,"Low performers improved (d=0.26), high performers worsened (d=0.35)",high,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/010_Hudson_2025_Differential_Effects_of_GPT-Based_Tools_.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Study uses within-subjects design with performance-based splits rather than traditional control/treatment groups. Tables 1 and 2 show characteristics by performance levels, not by intervention groups.",,
